"idPedido","lonCarga","latCarga","lonDescarga","latDescarga","categoria","prioridad"
"2207AP005-005",-7.78524,43.43742,-7.70892,43.36141,M1,0
"2207AR081-002",-7.63349,43.63639,-8.80658,41.97487,M2,0
"2220AZ008-003",-7.6978,43.00342,-7.69748,43.00348,M3,0
"2220AZ008-001",-7.683,42.9907,-7.66912,42.99043,M2,0
"2211AR017-001",-8.56656,43.30742,-8.95333,42.72271,M3,0
"2002AP003-002",-5.98265,43.34994,-5.99329,43.34568,M2,0
"2115AR117-020",-8.51906,42.57178,-7.71166,43.50335,M3,0
"2208AR133-004",-7.91542,43.49279,-9.01373,43.07323,M2,0
"2208AR133-007",-7.91803,43.49336,-8.76533,43.14278,M2,0
"2103AR089-001",-6.1671,43.48976,-7.91881,43.49353,M2,0
"2103AR060-001",-6.11397,43.45883,-7.98131,43.48506,M3,0
"2213AR045-007",-8.58103,42.99082,-7.46851,43.33858,M1,0
"2121AP007-004",-7.46435,43.34076,-7.42054,43.34121,M1,0
"2221AP008-008",-7.42077,43.34046,-7.42016,43.34067,M1,0
"2214AP009-004",-8.99473,42.63582,-8.01064,43.632,M2,0
"2206AR043-001",-7.38779,43.43227,-8.63566,42.25158,M3,0
"2220AZ008-005",-7.69499,43.00259,-7.82066,43.64711,M2,0
"2207AP005-006",-7.7775,43.44284,-7.76615,43.37083,M1,0
"2208AR193-001",-7.93562,43.58468,-7.93065,43.58596,M2,0
"2220AP010-001",-7.70751,43.35708,-7.89731,43.00181,M1,0
"2107AR164-062",-7.70739,43.50681,-8.40719,43.24161,M3,0
"2212AP004-002",-9.01367,43.07289,-9.01352,43.07254,M2,0
"2212AP004-004",-9.01299,43.06924,-8.7674,43.14877,M2,0
"2021AR009-003",-7.23112,43.24066,-8.36429,43.22219,M3,0
"2212AP006-001",-8.7674,43.14877,-7.13562,43.47807,M2,0
"2111AR133-001",-8.72731,43.28223,-8.72509,43.28028,M3,0
"2220AR030-001",-7.89631,43.00155,-7.46762,43.34131,M1,0
"2121AP008-002",-7.46739,43.34129,-7.46713,43.34127,M1,0
"2205AR062-005",-7.14031,43.47729,-5.97448,43.3548,M2,0
"2208AR134-002",-8.00531,43.63316,-7.95851,43.63447,M3,0
"2116AR014-002",-8.80035,42.27179,-7.71028,43.49809,M3,0
"2215AP001-015",-8.57537,42.5037,-8.56874,42.48984,M1,0
"2215AP002-018",-8.56859,42.49049,-8.56863,42.49072,M1,0
"2121AR043-009",-7.07116,42.99845,-8.00598,43.63278,M3,0
"2117AR147-001",-8.51112,42.22838,-8.51539,42.22692,M3,0
"2107AR164-014",-7.71044,43.49996,-7.71008,43.50263,M3,0
"2108AP001-008",-7.75375,43.67639,-8.51249,42.58173,M2,0
"2015AP002-004",-8.51441,42.57682,-8.5191,42.57933,M2,0
"2215AP002-020",-8.56862,42.49066,-8.52328,43.04888,M1,0
"2211AR072-001",-8.53551,43.10876,-8.56407,43.00204,M3,0
"2117AR140-002",-8.41256,42.2627,-8.41317,42.27008,M3,0
"2117AR147-002",-8.51096,42.22872,-7.32605,43.61385,M3,0
"2218AR044-004",-7.94197,42.53743,-8.65481,42.25345,M1,0
"2216AR034-007",-8.66699,42.25399,-8.66674,42.25369,M1,0
"2215AP019-004",-8.6762,42.61967,-8.67877,42.6172,M2,0
"2216AR034-009",-8.66796,42.25274,-8.66902,42.25211,M1,0
"2217AR048-001",-8.70748,42.04168,-8.48215,42.27994,M2,0
"2215AP001-002",-8.5799,42.50774,-8.57451,42.50677,M1,0
"2215AP001-004",-8.58046,42.51264,-8.57846,42.50796,M1,0
"2215AP001-007",-8.57839,42.50727,-8.57588,42.50489,M1,0
"2215AP001-011",-8.57538,42.50419,-8.57552,42.50455,M1,0
"2215AP001-010",-8.57544,42.50437,-8.57536,42.50402,M1,0
"2215AP007-083",-8.58989,42.67921,-8.58989,42.67932,M2,0
"2215AP001-019",-8.57538,42.50327,-8.56845,42.49036,M1,0
"2215AP002-003",-8.5684,42.49031,-8.5686,42.49044,M1,0
"2215AP002-014",-8.56871,42.49086,-8.56865,42.49079,M1,0
"2215AP002-021",-8.5689,42.49097,-8.5688,42.4909,M1,0
"2217AR064-001",-8.25878,42.17116,-8.43341,43.24561,M3,0
"2117AR105-002",-8.58773,42.17344,-7.91463,43.61914,M3,0
"2215AP012-005",-8.5108,42.6309,-7.92076,43.49816,M2,0
"2002AR044-001",-5.87857,43.5155,-5.87859,43.5137,M2,0
"2215AP002-025",-8.56814,42.48884,-8.77405,42.42441,M1,0
"2216AR034-001",-8.65299,42.2578,-8.77348,42.4243,M1,0
"2108AR208-001",-7.9844,43.59716,-8.76853,41.94027,M3,0
"2210AZ038-004",-8.1835,43.27488,-8.58979,42.67934,M2,0
"2215AR045-003",-8.77342,42.4241,-8.6668,42.25406,M1,0
"2002AR077-001",-5.88387,43.50825,-5.88306,43.50836,M3,0
"2104AR042-012",-7.09265,43.40646,-7.09309,43.40715,M3,0
"2104AR036-003",-7.08959,43.43389,-3.23846,43.39128,M3,0
"2211AR068-003",-8.51576,43.09251,-7.06062,43.39584,M2,0
"2200AR008-001",-3.23834,43.39473,-3.24743,43.38857,M1,0
"2105AR057-008",-7.22754,43.33558,-8.72101,42.73042,M3,0
"2204AR020-011",-7.06504,43.42328,-7.06783,43.421,M0,0
"2208AR193-002",-7.93195,43.58353,-7.92738,43.59048,M2,0
"2220AR030-003",-7.89586,43.00234,-7.89653,43.00253,M1,0
"2014AR095-002",-8.72069,42.73022,-7.09707,43.47081,M3,0
"2210AR029-003",-8.23031,43.1663,-7.82221,42.81681,M3,0
"1905AR164-004",-7.05563,43.50216,-8.55978,42.49252,M2,0
"2115AP015-002",-8.56578,42.48925,-8.56653,42.49065,M2,0
"2212AR108-001",-8.83866,43.05205,-8.57542,42.50354,M1,0
"2118AR035-015",-7.9427,42.77278,-8.01356,43.6315,M3,0
"2115AP015-004",-8.56229,42.49249,-8.3564,42.86035,M2,0
"2107AR113-001",-7.61879,43.65162,-7.61901,43.65232,M3,0
"2215AP001-018",-8.57537,42.50347,-8.56836,42.49026,M1,0
"2215AP002-007",-8.56929,42.48965,-8.5683,42.49017,M1,0
"2211AR017-003",-8.56475,43.30847,-7.75463,43.06269,M3,0
"2218AR015-001",-8.04714,42.41662,-8.80065,43.17896,M3,0
"2102AR074-016",-5.83005,43.4595,-7.33227,43.44146,M2,0
"2112AR173-002",-8.79494,43.1773,-7.22544,43.4169,M3,0
"1907AR442-007",-7.6879,43.5463,-7.92942,43.58588,M2,0
"2208AR193-005",-7.92897,43.58953,-7.92802,43.59007,M2,0
"2120AR065-001",-7.75485,43.06402,-8.80034,43.17455,M3,0
"2112AR178-001",-8.80035,43.17492,-7.74992,42.80691,M3,0
"2215AP002-006",-8.56923,42.48919,-8.57847,42.50752,M1,0
"2215AP001-027",-8.57334,42.49766,-8.56578,42.48925,M1,0
"2014AR053-007",-8.72066,42.75457,-8.65799,42.39572,M3,0
"2215AP003-002",-8.57021,42.49439,-7.70223,43.58374,M1,0
"2010AR074-003",-8.1955,43.18719,-7.83673,42.83004,M2,0
"2207AP007-002",-7.69939,43.58717,-8.1446,42.20705,M1,0
"2119AR023-002",-7.82464,42.82581,-8.86434,42.00535,M3,0
"2518AP001-002",-8.14186,42.2083,-8.14306,42.2065,M1,0
"2216AP008-002",-8.54272,42.41114,-8.52683,42.41951,M1,0
"2216AP008-004",-8.53328,42.41471,-8.54272,42.41114,M1,0
"2216AP008-001",-8.53328,42.41471,-8.57532,42.50378,M1,0
"2215AP001-016",-8.5752,42.50364,-8.5753,42.50298,M1,0
"2011AR111-001",-8.43519,43.25819,-8.43263,43.24664,M3,0
"2215AP001-023",-8.56692,42.49752,-8.57473,42.50308,M1,0
"2215AP001-024",-8.57451,42.49899,-8.57436,42.50136,M1,0
"2215AP002-013",-8.56859,42.4906,-8.56887,42.49071,M1,0
"2215AP002-016",-8.56859,42.49054,-8.56229,42.49249,M1,0
"2215AR046-001",-8.66051,42.39448,-8.66016,42.39432,M3,0
"2215AP007-086",-8.58965,42.6793,-7.97594,42.54612,M2,0
"2218AR012-002",-7.98058,42.54537,-7.97286,42.55285,M2,0
"2002AP005-006",-5.9777,43.35198,-8.00474,42.54953,M2,0
"2218AR013-002",-8.00429,42.54856,-8.00484,42.54794,M2,0
"2218AR013-003",-8.00843,42.54875,-8.01093,42.54457,M3,0
"2218AR014-003",-8.00651,42.54849,-8.00341,42.54858,M2,0
"2218AR014-005",-8.00449,42.54529,-8.00742,42.54563,M2,0
"2218AR014-008",-8.00644,42.54496,-7.97496,42.55287,M2,0
"2215AR046-003",-8.65996,42.39427,-8.0058,42.54716,M3,0
"2218AR013-006",-8.00561,42.5461,-7.99677,42.55104,M2,0
"2218AR013-007",-8.00611,42.54527,-8.62704,43.19824,M3,0
"2108AR199-006",-7.98494,43.50688,-7.97821,43.50637,M3,0
"2107AR164-050",-7.70893,43.50638,-7.01341,43.49404,M3,0
"2116AR059-003",-8.6432,42.37462,-7.70864,43.50632,M3,0
"2218AR014-001",-8.00483,42.54863,-7.05472,43.50392,M2,0
"2207AR081-001",-7.6324,43.6364,-7.75774,43.06504,M2,0
"2115AR147-005",-8.4864,42.61633,-7.26344,42.97773,M3,0
"2107AR164-024",-7.71065,43.50587,-7.24785,43.15761,M3,0
"2518AP001-004",-8.14568,42.20732,-8.56589,43.16894,M1,0
"2221AR013-001",-7.26496,42.98152,-8.55901,43.18925,M3,0
"2221AR010-002",-7.2596,42.97449,-8.58959,42.67932,M2,0
"2211AR075-001",-8.53985,43.096,-8.75284,43.03256,M1,0
"2213AR045-006",-8.57875,42.99169,-8.53584,42.94504,M1,0
"2213AR026-006",-8.35804,42.86118,-8.50176,42.27377,M2,0
"2215AP019-006",-8.67647,42.61701,-8.67753,42.61722,M2,0
"2218AR048-012",-8.00066,42.73196,-8.0002,42.73199,M1,0
"2212AR043-008",-8.7599,43.03976,-8.10937,42.4774,M3,0
"2215AP019-005",-8.67565,42.61773,-8.5048,42.26732,M2,0
"2001AP001-001",-4.94717,43.43583,-4.94658,43.43565,M2,0
"2218AR050-002",-8.10945,42.47723,-7.96982,43.50059,M3,0
"2002AP006-005",-5.99497,43.34634,-8.00559,43.50573,M2,0
"2208AR067-001",-7.96017,43.50952,-7.98832,43.50977,M3,0
"2208AR069-001",-7.92098,43.64893,-7.9209,43.64881,M3,0
"2208AR069-003",-7.92096,43.6488,-7.70901,43.50636,M3,0
"2107AR164-057",-7.70782,43.50654,-5.212,43.4081,M3,0
"2107AR164-066",-7.70695,43.50685,-8.22558,42.24381,M3,0
"2218AR003-004",-8.23073,42.23807,-8.23947,43.26248,M3,0
"2208AR075-001",-8.00753,43.62598,-8.24068,43.269,M2,0
"2210AR009-005",-8.23942,43.26907,-8.00821,43.62604,M3,0
"2208AR135-001",-7.9979,43.64277,-8.47149,42.26752,M3,0
"2117AR068-009",-8.47131,42.26735,-8.47124,42.2672,M3,0
"2117AR068-016",-8.47635,42.27023,-8.00838,42.54863,M3,0
"2215AR048-001",-8.87071,42.48429,-7.70774,43.50664,M3,0
"1901AR002-009",-5.58238,43.48451,-8.30781,42.16885,M2,0
"2107AR164-060",-7.7076,43.50675,-7.70456,43.50765,M3,0
"2107AR164-080",-7.70362,43.50789,-7.93823,43.64418,M3,0
"2208AR008-001",-7.96296,43.61604,-7.75706,43.06526,M2,0
"2208AR014-008",-8.13036,43.52539,-8.02292,43.66328,M3,0
"2205AR042-001",-7.13087,43.49644,-8.59169,42.67683,M2,0
"2218AR048-011",-8.0006,42.73201,-8.64636,43.30267,M1,0
"2215AP007-059",-8.59146,42.67679,-8.46346,43.2607,M2,0
"2211AR077-001",-8.55215,43.10907,-8.22613,42.24309,M3,0
"2117AR068-006",-8.47143,42.26747,-8.47153,42.2673,M3,0
"2212AR044-001",-8.7603,43.03474,-8.48966,42.25775,M1,0
"2211AR073-002",-8.55877,43.19623,-8.48842,42.28314,M2,0
"2117AR145-012",-8.48838,42.28078,-7.96598,43.48954,M2,0
"2217AR075-004",-8.77616,42.05038,-3.49043,43.20842,M1,0
"2200AZ036-001",-4.09178,43.30121,-8.45712,43.24717,M3,0
"2200AR034-002",-3.49109,43.20939,-3.97298,43.3725,M1,0
"2200AR035-003",-3.97348,43.37213,-3.97283,43.37213,M1,0
"2208AR110-002",-8.00967,43.62013,-7.1897,43.24357,M2,0
"2200AR035-005",-3.97279,43.37186,-7.95277,43.63945,M1,0
"2007AR177-005",-7.57457,43.69829,-5.83866,43.45202,M2,0
"2218AR003-001",-8.22537,42.24441,-6.067,43.47788,M3,0
"2207AR081-003",-7.63424,43.63565,-8.13757,43.5265,M2,0
"2207AR082-001",-7.64071,43.60277,-8.01372,43.63155,M3,0
"2208AR014-010",-8.13709,43.52589,-7.92066,43.64863,M3,0
"2208AR205-001",-8.01755,43.66324,-8.13943,43.52752,M3,0
"2216AR035-001",-8.80961,42.27503,-8.80988,42.27772,M1,0
"2210AR046-001",-8.21215,43.21765,-7.9733,43.38788,M3,0
"2211AR083-001",-8.53196,43.24295,-8.53134,43.24031,M2,0
"2201AR005-003",-5.56524,43.49068,-5.5528,43.459,M3,0
"2202AP001-001",-5.94976,43.33129,-5.95032,43.33195,M1,0
"2212AR109-001",-8.74785,43.01616,-8.75721,43.0076,M1,0
"2202AP001-011",-5.95018,43.3358,-5.94861,43.33793,M1,0
"2212AR109-004",-8.75521,43.01123,-8.73962,43.10447,M1,0
"2002AR051-001",-5.87992,43.51279,-5.80582,43.57427,M2,0
"2201AR005-001",-5.56435,43.49175,-8.01015,43.61347,M3,0
"2212AR060-001",-8.74023,43.01538,-8.74903,43.02338,M1,0
"2214AR049-001",-8.64385,42.90385,-8.1296,43.52618,M3,0
"2212AR060-003",-8.7289,43.00844,-8.71932,42.98439,M1,0
"2214AR049-002",-8.64382,42.90387,-6.09943,43.44033,M3,0
"2203AR011-005",-6.10209,43.43867,-7.92149,43.64879,M3,0
"2219AR013-001",-7.95855,42.86257,-7.89809,43.56945,M1,0
"2208AR014-001",-8.13199,43.52297,-7.84762,43.48261,M3,0
"2212AR060-004",-8.72926,43.00775,-7.36961,43.2645,M2,0
"2215AR081-001",-8.75881,42.4322,-8.63542,42.49795,M3,0
"2221AZ023-002",-7.37072,43.26428,-7.45359,43.38178,M2,0
"2216AR048-001",-8.58354,42.26143,-7.95792,43.63528,M3,0
"2210AR010-003",-8.23034,43.26404,-8.23081,43.26281,M3,0
"2109AR032-011",-8.01181,43.22518,-8.00726,43.62509,M3,0
"2208AR139-001",-7.77592,43.7157,-8.19435,43.18966,M2,0
"2210AR011-001",-8.25431,43.29556,-8.57339,43.08844,M3,0
"2204AR004-009",-7.08667,43.40509,-7.91339,43.70217,M3,0
"2108AR176-002",-7.91256,43.70159,-8.56489,42.21299,M3,0
"2208AR138-002",-7.89718,43.56973,-8.32665,42.16824,M1,0
"2217AR043-004",-8.56504,42.21287,-8.41028,42.18871,M3,0
"2200AR014-001",-3.28605,43.40107,-8.32685,42.16045,M3,0
"2014AR107-001",-8.88933,42.7772,-8.51565,43.28935,M2,0
"2217AR080-003",-8.3264,42.16035,-8.04814,42.50467,M3,0
"2200AR013-001",-3.29008,43.40118,-3.59576,43.43977,M1,0
"2200AR037-002",-3.59671,43.43835,-3.97387,43.37166,M1,0
"1902AR067-006",-5.99309,43.33154,-7.06026,43.48194,M2,0
"2614AP001-001",-8.83288,42.7682,-7.59119,43.584,M2,0
"2206AR066-015",-7.59142,43.58442,-7.59082,43.58339,M2,0
"2206AR066-013",-7.59156,43.58437,-7.57444,43.69768,M2,0
"2215AP007-056",-8.59181,42.67671,-8.59494,42.67693,M2,0
"2215AP007-055",-8.59199,42.67674,-8.59097,42.67687,M2,0
"2203AR015-001",-6.33607,43.55011,-8.31243,42.5819,M3,0
"2215AP007-066",-8.5905,42.67702,-7.78029,43.65962,M2,0
"1607AR221-004",-7.60342,43.58065,-7.06027,43.48061,M2,0
"2209AR028-011",-7.97819,43.38548,-7.9768,43.38529,M0,0
"2209AR028-013",-7.97583,43.38644,-8.9368,43.24617,M1,0
"2212AP008-003",-8.93767,43.24655,-8.93749,43.24653,M1,0
"2104AR039-002",-7.06441,43.39352,-7.97827,43.48079,M3,0
"2212AP009-008",-8.9368,43.24752,-8.93715,43.24759,M1,0
"2209AR028-010",-7.98033,43.38379,-7.09313,43.40646,M2,0
"2208AZ070-001",-7.93234,43.58336,-8.12662,43.52196,M3,0
"2212AP009-010",-8.93672,43.24814,-8.93669,43.24825,M1,0
"2212AP009-012",-8.93759,43.24814,-7.77498,43.19226,M1,0
"2212AP009-013",-8.93796,43.24788,-8.25784,43.20883,M1,0
"2208AR081-001",-8.12793,43.52324,-8.2403,43.2626,M3,0
"2210AR049-002",-8.25825,43.2084,-8.27724,43.20976,M1,0
"2210AR049-003",-8.26007,43.20705,-7.78444,42.87584,M1,0
"2219AR006-001",-7.7402,42.95158,-8.26863,43.20839,M1,0
"2210AR049-007",-8.26465,43.20988,-8.26656,43.21129,M1,0
"2210AR050-001",-8.27654,43.2174,-8.01709,43.02191,M1,0
"2211AR084-001",-8.52967,43.3057,-8.02472,43.70552,M1,0
"2208AR180-006",-8.02358,43.70432,-8.463,42.17416,M1,0
"2210AR046-002",-8.2124,43.2166,-8.98756,42.63901,M2,0
"2217AR051-003",-8.46452,42.17406,-3.22092,43.37149,M1,0
"2208AR174-001",-8.0227,43.66331,-8.73329,43.0156,M3,0
"2212AR117-002",-8.93105,43.09621,-8.93703,43.0979,M1,0
"2217AR043-001",-8.56429,42.21284,-8.5648,42.21299,M3,0
"2001AR037-002",-5.16694,43.43539,-8.74691,42.11054,M3,0
"2217AR077-001",-8.48926,42.2761,-8.40228,42.18734,M3,0
"2205AR058-002",-7.09683,43.46605,-7.10007,43.46549,M2,0
"2217AR081-001",-8.3221,42.16154,-8.32832,42.16052,M3,0
"2217AR083-001",-8.3187,42.16737,-8.32253,42.15971,M3,0
"2213AR017-001",-8.4643,42.8892,-8.86434,42.00535,M2,0
"2217AR083-003",-8.32321,42.16736,-8.22565,42.24272,M3,0
"2215AR086-001",-8.26362,42.63844,-7.13938,43.48416,M2,0
"2205AR058-003",-7.097,43.46791,-8.21901,42.17759,M1,0
"2208AR142-008",-7.78121,43.65952,-6.18093,43.48969,M2,0
"2217AR086-002",-8.30698,42.15662,-7.94341,43.63553,M3,0
"2209AR028-004",-7.9824,43.38662,-7.98152,43.38559,M0,0
"2209AR028-001",-7.97797,43.38763,-8.24002,43.26283,M2,0
"2209AR028-003",-7.98279,43.38605,-7.98189,43.38466,M0,0
"2209AR028-008",-7.98049,43.38366,-7.51523,43.56247,M2,0
"2209AR028-006",-7.97756,43.38467,-7.74302,42.95124,M1,0
"2212AZ006-001",-8.77819,43.17472,-8.84418,42.10041,M3,0
"2219AR008-001",-7.75337,42.85741,-7.75613,42.85633,M1,0
"2102AR074-005",-5.83881,43.46688,-7.69045,43.545,M2,0
"1921AR011-001",-7.38253,43.07289,-7.38057,43.07335,M2,0
"2108AR180-001",-7.96376,43.61567,-7.33764,43.59895,M3,0
"2103AR026-001",-6.08038,43.48287,-7.59161,43.58437,M2,0
"2205AR032-001",-7.15749,43.49131,-7.16236,43.49296,M3,0
"2205AR034-004",-7.16339,43.49306,-6.11506,43.45793,M3,0
"2103AR050-001",-6.37895,43.46686,-7.59101,43.58342,M2,0
"2215AR051-002",-8.54816,42.487,-6.27885,43.42178,M1,0
"2103AR077-002",-6.12192,43.53755,-5.55843,43.45833,M3,0
"2208AR075-002",-8.0093,43.62614,-5.51958,43.47736,M2,0
"2200AZ005-005",-3.95684,43.38257,-5.95002,43.33766,M1,0
"2203AP002-005",-6.45505,43.46387,-8.00773,43.62528,M2,0
"2105AR101-010",-7.13079,43.48647,-6.09998,43.44041,M3,0
"2203AR006-001",-6.11077,43.44692,-6.0263,43.49528,M2,0
"2203AR003-001",-6.02818,43.48346,-6.17327,43.48601,M3,0
"2205AR001-001",-7.26146,43.37207,-8.50444,42.30789,M3,0
"2205AR058-004",-7.09616,43.46705,-7.69056,43.54744,M2,0
"2107AR164-072",-7.70582,43.50721,-8.41741,42.19285,M3,0
"2217AR018-003",-8.42574,42.19233,-8.52861,42.40502,M3,0
"2208AR203-003",-7.81859,43.64402,-7.91672,43.6546,M2,0
"2217AR018-001",-8.41735,42.19299,-7.7129,43.50274,M3,0
"2215AP007-089",-8.59186,42.67625,-7.91631,43.65554,M2,0
"1907AR441-007",-7.69324,43.54803,-8.5897,42.67959,M2,0
"2205AZ055-001",-7.07367,43.53229,-8.09399,43.13979,M1,0
"2208AR075-004",-8.00917,43.62532,-7.96707,43.38958,M3,0
"2105AR104-002",-7.20391,43.46314,-8.00532,43.61788,M3,0
"2212AP001-001",-8.96501,43.08756,-7.66167,43.71272,M2,0
"2220AP003-005",-7.70712,43.36179,-8.93671,43.24305,M1,0
"2212AP008-015",-8.93493,43.2462,-8.93604,43.24657,M1,0
"2212AP008-016",-8.93373,43.24146,-8.72196,43.00641,M1,0
"2220AR033-001",-7.89734,43.00229,-8.84528,43.15271,M3,0
"2105AR104-003",-7.20376,43.46333,-7.00408,43.49793,M3,0
"2212AR063-004",-8.7385,43.01977,-8.72395,43.01358,M1,0
"2212AR063-005",-8.75184,43.00773,-8.98756,42.63901,M1,0
"2212AR063-010",-8.72828,42.9995,-8.73472,42.99802,M1,0
"2008AZ054-001",-7.78247,43.71121,-7.75334,42.85221,M1,0
"2213AR036-001",-8.07954,42.94437,-8.08222,42.94454,M0,0
"2104AR035-022",-7.01466,43.49168,-8.22614,42.24298,M3,0
"2214AR036-003",-8.64382,42.90395,-7.61327,43.58209,M2,0
"2214AR036-004",-8.6438,42.90399,-8.64375,42.90402,M2,0
"2216AR001-001",-8.52901,42.40479,-8.52861,42.40502,M3,0
"2014AP010-005",-8.68431,42.78299,-8.68882,42.78673,M2,0
"2207AR085-003",-7.68066,43.72286,-7.82029,43.67876,M2,0
"2214AR036-017",-8.64805,42.89898,-8.69542,42.79543,M2,0
"2216AR001-003",-8.52864,42.40466,-7.01996,43.49106,M3,0
"1907AR441-017",-7.69204,43.5518,-8.48193,42.69119,M2,0
"2104AR035-005",-7.01736,43.49684,-7.01467,43.4957,M3,0
"1917AR144-003",-8.38217,42.25977,-8.68392,42.78383,M2,0
"2014AP010-007",-8.68423,42.78012,-8.38524,42.25982,M2,0
"2208AR137-002",-7.82029,43.67916,-8.68164,42.79204,M2,0
"2514AP002-003",-8.6898,42.78931,-8.69521,42.80116,M2,0
"2215AR050-001",-8.54666,42.48625,-8.0178,43.66271,M3,0
"2514AP002-005",-8.70436,42.80206,-8.6906,42.79114,M2,0
"2208AR195-001",-8.018,43.66271,-7.00888,43.48865,M3,0
"2104AR049-003",-7.08496,43.41311,-8.21231,43.21251,M3,0
"2514AP002-006",-8.68754,42.79266,-8.68743,42.79259,M2,0
"2104AR050-011",-7.08422,43.40536,-8.01697,42.53954,M3,0
"2001AR016-005",-5.25352,43.46373,-7.08971,43.41789,M3,0
"2204AR003-005",-7.09001,43.42261,-7.09056,43.42187,M3,0
"2215AP007-091",-8.5896,42.67962,-7.0881,43.40698,M2,0
"2208AR017-001",-8.30987,43.48849,-7.70851,43.50632,M3,0
"2204AR004-010",-7.09034,43.40642,-7.08165,43.40605,M2,0
"2209AR035-001",-7.81807,43.44271,-7.05665,43.5002,M2,0
"2217AR051-001",-8.4628,42.17416,-7.97825,43.00171,M1,0
"2211AR075-002",-8.57905,43.08507,-8.58304,43.17385,M1,0
"2211AR078-001",-8.46093,43.26435,-7.75914,42.80374,M3,0
"2210AR046-003",-8.21252,43.21562,-8.21826,43.21428,M1,0
"2221AZ023-001",-7.37085,43.26427,-8.48623,43.27657,M2,0
"2102AR033-009",-5.91338,43.58768,-8.48787,43.27885,M3,0
"2103AR026-002",-6.08072,43.48253,-8.84544,43.10397,M3,0
"2212AR109-002",-8.75461,43.00733,-8.75742,43.03391,M1,0
"2204AR004-002",-7.07951,43.4175,-8.68356,42.79069,M2,0
"2208AR016-002",-7.91313,43.68834,-8.00846,43.63049,M2,0
"2114AR021-004",-8.87356,42.75331,-7.13023,43.48673,M3,0
"2121AP024-002",-7.42788,43.33127,-8.93534,43.095,M1,0
"2212AR116-001",-8.81099,43.07884,-8.44326,42.87885,M3,0
"2106AR065-010",-7.33763,43.59573,-8.44121,42.87816,M3,0
"2113AR036-007",-8.43713,42.86938,-8.53886,42.91593,M3,0
"2221AP005-002",-7.41884,43.34191,-7.42442,43.3454,M1,0
"2213AR054-001",-8.53958,42.91679,-8.76973,42.76848,M3,0
"2205AR027-001",-7.14071,43.48578,-8.90582,42.71682,M2,0
"2105AP002-008",-7.20212,43.37491,-7.20445,43.37514,M1,0
"2208AR147-002",-7.90507,43.57133,-8.02937,43.49389,M1,0
"2208AR142-004",-7.7798,43.65798,-8.51647,42.70772,M2,0
"2116AR062-001",-8.48584,42.39606,-8.12821,43.62486,M3,0
"1905AR097-002",-7.05517,43.5034,-7.86419,43.698,M2,0
"2208AZ150-002",-8.02909,43.49389,-8.5415,42.61744,M1,0
"2215AR091-002",-8.51523,42.70718,-8.40524,42.30797,M2,0
"2216AR046-001",-8.50909,42.32096,-8.48926,42.27597,M3,0
"2210AR032-003",-8.09276,43.14172,-8.36493,42.26969,M1,0
"2217AR084-001",-8.32338,42.16187,-8.32312,42.161,M3,0
"2220AZ023-003",-7.74749,43.23986,-6.68785,43.49647,M1,0
"2220AZ023-005",-7.76131,43.23003,-8.21836,42.17452,M1,0
"2108AR196-001",-8.0102,43.6134,-8.22476,42.2439,M3,0
"2211AR042-002",-8.38601,43.19392,-8.5522,42.23444,M2,0
"2210AR032-006",-8.10391,43.14607,-8.09743,43.14444,M1,0
"2218AR050-003",-8.1083,42.47572,-8.67198,42.39222,M3,0
"2107AR164-075",-7.70481,43.50548,-8.62419,43.26853,M3,0
"1906AR145-010",-7.50754,43.4859,-8.0512,43.54172,M2,0
"2208AR082-001",-7.97011,43.5006,-8.62593,42.40579,M3,0
"2210AR032-007",-8.10876,43.1353,-8.93712,43.24733,M1,0
"2212AP008-009",-8.93715,43.24759,-8.9368,43.24752,M1,0
"2110AR060-001",-8.1511,43.22136,-8.62652,42.40574,M3,0
"2212AP009-006",-8.93712,43.24733,-8.93712,43.24742,M1,0
"2212AP009-015",-8.93493,43.2462,-8.73301,43.0167,M1,0
"2208AR149-002",-8.01517,43.63181,-8.57158,42.32689,M3,0
"2212AP009-017",-8.93604,43.24657,-8.73698,42.99813,M1,0
"2216AR047-002",-8.50251,42.3233,-8.62405,43.11224,M2,0
"2217AR022-001",-8.77083,42.20196,-8.3061,42.17682,M3,0
"2212AR063-008",-8.74241,42.99729,-7.20736,43.37111,M1,0
"2214AR036-001",-8.64383,42.90391,-8.96098,42.79726,M2,0
"2105AP002-006",-7.20725,43.36596,-7.20287,43.37377,M1,0
"2105AP002-018",-7.20325,43.36745,-8.35769,42.26695,M1,0
"2219AR007-006",-7.84815,42.84215,-8.64826,42.89868,M2,0
"2117AP011-003",-8.50303,42.27298,-8.6483,42.89873,M2,0
"2207AR040-001",-7.54282,43.621,-8.64838,42.89877,M2,0
"2117AP011-008",-8.50974,42.26598,-8.64821,42.89897,M2,0
"2217AR043-006",-8.56473,42.21517,-8.05251,42.48239,M3,0
"2214AR036-015",-8.64809,42.89908,-8.64807,42.89901,M2,0
"2217AR085-001",-8.32161,42.16009,-7.8576,42.86127,M1,0
"2120AP006-002",-7.7579,43.3817,-7.85736,42.86152,M1,0
"2121AP012-002",-7.43286,43.33256,-7.43801,43.33914,M1,0
"2212AP008-012",-8.93759,43.24814,-8.93796,43.24788,M1,0
"2212AP008-011",-8.93669,43.24825,-8.65999,42.25637,M1,0
